TIME,AREA,SRC_NUCL,SRC_BCOAL,SRC_HCOAL,SRC_OIL,SRC_LNG,SRC_PUMP,SRC_FUELCELL,SRC_COALGAS,SRC_SOLAR,SRC_WIND,SRC_WATER,SRC_SEA,SRC_BIO,SRC_WASTE,SRC_RECYCLE_SUM,SRC_OTHER,SRC_ALL,RECYCLE_PERCENT
12-14,경북,9678.683,156.1,0,18.5,417,1400,2.7,0,210.505872,121.56,172.321,0,2.45,268.12,777.656872,0,12447.93987,6.247273685
12-14,경남,0,7240,0,43.24,0,1300,0.3,0,177.275322,13,135.28,0,3.936,0.133,329.924322,0,8913.164322,3.701539768
12-14,제주,0,0,0,706.19,0,0,0,0,57.615229,126.2444,1.99,0,1.099,0,186.948629,0,893.138629,20.93164744
12-14,세종,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
12-14,소계,20715.683,25910.51,1125,4254.99,30268.69,4700,161.4,0,1791.182976,603.9724,1766.936,255,137.48,1524.91,6240.881376,0,93215.75438,6.695092925
12-13,서울,0,0,0,0,451.5,0,4.8,0,12.624878,0,0,0,0,18.45,35.874878,0,487.374878,7.36083857
12-13,부산,5137,19,0,0,1800,0,6.8,0,36.542386,9.75,0,0,8.116,26,87.208386,0,7043.208386,1.238191194
12-13,대구,0,72.9,0,43.5,0,0,11.2,0,12.886739,0,3.56,0,1.5,3,32.146739,0,148.546739,21.64082444
12-13,인천,0,3340,0,30.78,8849.947,0,2.4,0,10.40315,49,7.599,0,61.78,0,131.18215,0,12351.90915,1.062039466
12-13,광주,0,0,0,0,115.246,0,0,0,12.710756,0,0.8,0,2.12,1.26,16.890756,0,132.136756,12.78278392
12-13,대전,0,0,0,88,48.3,0,0,0,5.329789,0,0,0,3.559,0,8.888789,0,145.188789,6.122228211
12-13,울산,0,0,0,2200,1686,0,2.8,0,2.884619,1.65,0.55,0,0,0,7.884619,0,3893.884619,0.202487227
12-13,경기,0,76.95,0,1548.24,5889.706,400,78.06,0,41.684794,5.25,277.13,254,4.16,17.9,678.184794,0,8593.080794,7.892219453
12-13,강원,0,0,725,0,848,1000,0,0,47.153555,197.94,510.72,0,30,3.29,789.103555,0,3362.103555,23.47053094
12-13,충북,0,0,0,61.4,0,0,0,0,33.074948,0,509.394,0,1,34.947,578.415948,0,639.815948,90.40349022
12-13,충남,0,12000,400,468.55,3296.191,0,2.7,0,74.497968,0,26.939,0,0.06,800,904.196968,0,17068.93797,5.29732412
12-13,전북,0,209.43,0,27.58,718.4,600,4.8,0,185.596656,9.998,70.618,0,2.95,41.992,315.954656,0,1871.364656,16.88364985
12-13,전남,5900,996.13,0,19.01,2086.3,0,10.4,0,321.881025,48,39.341,1,4.95,292.6,718.172025,0,9719.612025,7.388896009
12-13,경북,9678.683,156.1,0,18.5,0,1400,2.4,0,169.277422,121.56,171.811,0,2.45,136.35,603.848422,0,11857.13142,5.092702446
12-13,경남,0,7240,0,43.24,0,1300,0.3,0,98.839742,3,134.04,0,2.936,0.133,239.248742,0,8822.488742,2.71180558
12-13,제주,0,0,0,706.19,0,0,0,0,14.458229,108.445,1.96,0,1.099,0,125.962229,0,832.152229,15.13692142
12-13,세종,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
12-13,소계,20715.683,24110.51,1125,5254.99,25789.59,4700,126.66,0,1079.846656,554.593,1754.462,255,126.68,1375.922,5273.163656,0,86968.93666,6.063272542
12-12,서울,0,0,0,0,451.5,0,4.8,0,5.631328,0,0,0,0,13.3,23.731328,0,475.231328,4.99363712
12-12,부산,5137,19,0,0,1800,0,6.8,0,4.638308,0.75,0,0,8.116,1.2,21.504308,0,6977.504308,0.308194837
12-12,대구,0,72.9,0,43.5,0,0,11.2,0,1.91803,0,3.56,0,1.5,3,21.17803,0,137.57803,15.39346798
12-12,인천,0,3340,0,29.88,8399.947,0,2.4,0,5.54536,25,7.599,0,61.78,0,102.32436,0,11872.15136,0.861885575
12-12,광주,0,0,0,0,0,0,0,0,7.588137,0,0.8,0,4.238,1.26,13.886137,0,13.886137,100
12-12,대전,0,0,0,88,48.3,0,0,0,3.081529,0,0,0,3.46,0,6.541529,0,142.841529,4.579570833
12-12,울산,0,0,0,2200,1200,0,0,0,0.976099,1.65,0.55,0,0,0,3.176099,0,3403.176099,0.0933274949
12-12,경기,0,76.95,0,1548.24,4520.466,400,10.3,0,14.185416,5.25,276.63,254,1.1,17.9,579.365416,0,7125.021416,8.131419994
12-12,강원,0,0,725,0,848,1000,0,0,22.633325,195.94,507.72,0,0,3.29,729.583325,0,3302.583325,22.09129197
12-12,충북,0,0,0,61.4,0,0,0,0,22.79712,0,509.394,0,1,4.947,538.13812,0,599.53812,89.75878298
12-12,충남,0,12000,400,468.55,2383.75,0,2.7,0,50.770399,0,26.939,0,0.06,400,480.469399,0,15732.7694,3.053940389
12-12,전북,0,209.43,0,27.23,718.4,600,4.8,0,124.070146,9.998,69.793,0,1.13,24.185,233.976146,0,1789.036146,13.07833531
12-12,전남,5900,947.73,0,19.01,1514.7,0,10.4,0,219.777359,8,37.709,1,4.95,292.6,574.436359,0,8955.876359,6.414072012
12-12,경북,9678.683,97.1,0,18.5,0,1400,2.7,0,143.450033,121.56,170.156,0,2.45,4.75,445.066033,0,11639.34903,3.823805195
12-12,경남,0,7240,0,43.24,0,1300,0,0,55.030136,3,133.62,0,2.486,0.133,194.269136,0,8777.509136,2.213260425
12-12,제주,0,0,0,745.09,0,0,0,0,8.179809,105.595,1.56,0,1.099,0,116.433809,0,861.523809,13.5148684
12-12,세종,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
12-12,소계,20715.683,24003.11,1125,5292.64,21885.063,4700,56.1,0,690.272534,476.743,1746.03,255,93.369,766.565,4084.079534,0,81805.57553,4.99242198
