TIME,AREA,SRC_NUCL,SRC_BCOAL,SRC_HCOAL,SRC_OIL,SRC_LNG,SRC_PUMP,SRC_FUELCELL,SRC_COALGAS,SRC_SOLAR,SRC_WIND,SRC_WATER,SRC_SEA,SRC_BIO,SRC_WASTE,SRC_RECYCLE_SUM,SRC_OTHER,SRC_ALL,RECYCLE_PERCENT
05-23,서울,0,0,0,0,802.346,0,66,0,46.57942,0,0.316,0,6.865,0,119.76042,27.95,950.05642,12.60561136
05-23,부산,4550,19,0,0,1845.836,0,41.68,0,184.04715,0.762,0.02,0,6.69,0,233.19915,33.9,6681.93515,3.489994212
05-23,대구,0,72.9,0,43.5,370.7,0,1.407,0,141.3324,0,3.56,0,4.5,0,150.7994,9.9,647.7994,23.27871869
05-23,인천,0,5080,0,36.23,8576.747,0,227.265,0,109.95119,49,12.599,0,78.23,0,477.04519,33.28,14203.30219,3.35869211
05-23,광주,0,0,0,0,115.246,0,21.035,0,250.566946,0,1.83,0,2.14,0,275.571946,4.36,395.177946,69.73363488
05-23,대전,0,0,0,0,48.3,0,7.165,0,45.037125,0,0,0,0.099,0,52.301125,88,188.601125,27.73107796
05-23,울산,2800,0,0,0,2514.7,0,35.978,0,84.520165,1.65,0.3,0,0,0,122.448165,21.9,5459.048165,2.243031409
05-23,경기,0,253.355,0,39.35,17611.857,400,256.49,0,1333.7263,5.271,276.109,254,59.703,0,2185.2993,58.155,20548.0163,10.63508646
05-23,강원,0,4274,400,0,1279.2,1000,34.296,0,1624.836921,522.548,520.095,0,371.265,0,3073.040921,13.39,10039.63092,30.60910252
05-23,충북,0,0,0,58.3,0,0,39.6,0,1203.644654,0,507.004,0,2.66,0,1752.908654,52.807,1876.015654,93.43784793
05-23,충남,0,18246.058,0,469.61,3713.45,0,63.92,346.33,2673.606291,2,32.297,0,382.8,0,3500.953291,9.39,25939.46129,13.49663068
05-23,전북,0,445.369,0,7.34,718.4,600,20.745,0,4053.995725,79.5,80.037,0,479.703,0,4713.980725,14.695,6499.784725,72.52518236
05-23,전남,5900,981.1,0,22.44,2378.9,0,50.08,0,5056.57269,425.475,37.098,1.08,2.869,0,5573.17469,23.17,14878.91359,37.45686576
05-23,경북,11400,156.1,0,18.5,361.6,1400,3.478,0,3022.148343,467.36,179.955,0,3.5,0,3676.441343,38.935,17051.57634,21.56071245
05-23,경남,0,8200,0,27.19,0,1300,4.515,0,1504.454775,86.186,145.469,0,15.355,0,1755.979775,4.283,11287.45278,15.55691802
05-23,제주,0,0,0,193.135,333.734,0,0,0,551.008195,291.69,0.8164,0.5,396.85,0,1240.864595,19.2,1787.433395,69.42158508
05-23,세종,0,0,0,0,530.441,0,5.28,0,67.178055,0,2.31,0,5,0,79.768055,3.25,613.459055,13.00299577
05-23,소계,24650,37727.882,400,915.595,41201.457,4700,878.934,346.33,21953.20635,1931.442,1799.8154,255.58,1818.229,0,28983.53675,456.565,139047.6644,20.84431757
04-23,서울,0,0,0,0,802.346,0,66,0,46.57942,0,0.316,0,6.865,0,119.76042,27.95,950.05642,12.60561136
04-23,부산,4550,19,0,0,1845.836,0,41.68,0,184.04715,0.762,0.02,0,6.69,0,233.19915,33.9,6681.93515,3.489994212
04-23,대구,0,72.9,0,43.5,370.7,0,1.407,0,141.3324,0,3.56,0,4.5,0,150.7994,9.9,647.7994,23.27871869
04-23,인천,0,5080,0,36.23,8576.747,0,227.265,0,109.95119,49,12.599,0,78.23,0,477.04519,33.28,14203.30219,3.35869211
04-23,광주,0,0,0,0,115.246,0,21.035,0,250.566946,0,1.83,0,2.14,0,275.571946,4.36,395.177946,69.73363488
04-23,대전,0,0,0,0,48.3,0,7.165,0,45.037125,0,0,0,0.099,0,52.301125,88,188.601125,27.73107796
04-23,울산,2800,0,0,0,2514.7,0,35.978,0,84.520165,1.65,0.3,0,0,0,122.448165,21.9,5459.048165,2.243031409
04-23,경기,0,253.355,0,39.35,17611.857,400,256.49,0,1333.7263,5.271,276.109,254,59.703,0,2185.2993,58.155,20548.0163,10.63508646
04-23,강원,0,4274,400,0,1279.2,1000,34.296,0,1624.836921,522.548,520.095,0,371.265,0,3073.040921,13.39,10039.63092,30.60910252
04-23,충북,0,0,0,58.3,0,0,39.6,0,1203.644654,0,507.004,0,2.66,0,1752.908654,52.807,1876.015654,93.43784793
04-23,충남,0,18246.058,0,469.61,3713.45,0,63.92,346.33,2673.606291,2,32.297,0,382.8,0,3500.953291,9.39,25939.46129,13.49663068
04-23,전북,0,445.369,0,7.34,718.4,600,20.745,0,4053.995725,79.5,80.037,0,479.703,0,4713.980725,14.695,6499.784725,72.52518236
04-23,전남,5900,981.1,0,22.44,2378.9,0,50.08,0,5056.57269,425.475,37.098,1.08,2.869,0,5573.17469,23.17,14878.91359,37.45686576
04-23,경북,11400,156.1,0,18.5,361.6,1400,3.478,0,3022.148343,467.36,179.955,0,3.5,0,3676.441343,38.935,17051.57634,21.56071245
04-23,경남,0,8200,0,27.19,0,1300,4.515,0,1504.454775,86.186,145.469,0,15.355,0,1755.979775,4.283,11287.45278,15.55691802
04-23,제주,0,0,0,193.135,333.734,0,0,0,551.008195,291.69,0.8164,0.5,396.85,0,1240.864595,19.2,1787.433395,69.42158508
04-23,세종,0,0,0,0,530.441,0,5.28,0,67.178055,0,2.31,0,5,0,79.768055,3.25,613.459055,13.00299577
04-23,소계,24650,37727.882,400,915.595,41201.457,4700,878.934,346.33,21953.20635,1931.442,1799.8154,255.58,1818.229,0,28983.53675,456.565,139047.6644,20.84431757
03-23,서울,0,0,0,0,802.346,0,68.4,0,46.838085,0,0.316,0,6.865,0,122.419085,27.95,952.715085,12.84949582
03-23,부산,4550,19,0,0,1845.836,0,41.68,0,181.692115,0.762,0.02,0,6.69,0,230.844115,33.9,6679.580115,3.455967456
03-23,대구,0,72.9,0,43.5,370.7,0,1.407,0,139.727635,0,3.56,0,4.5,0,149.194635,9.9,646.194635,23.08818844
03-23,인천,0,5080,0,36.23,8576.747,0,227.265,0,109.92809,49,12.599,0,78.23,0,477.02209,33.28,14203.27909,3.358534934
03-23,광주,0,0,0,0,115.246,0,21.035,0,248.842936,0,1.83,0,2.14,0,273.847936,4.36,393.453936,69.60101576
03-23,대전,0,0,0,0,48.3,0,7.165,0,46.805195,0,0,0,0.099,0,54.069195,88,190.369195,28.40228168
03-23,울산,2800,0,0,0,2514.7,0,35.978,0,84.333925,1.65,0.3,0,0,0,122.261925,21.9,5458.861925,2.239696235
03-23,경기,0,253.355,0,39.35,17611.857,400,256.49,0,1340.95741,5.326,276.109,254,59.953,0,2192.83541,58.155,20555.55241,10.66784957
03-23,강원,0,4274,400,0,1279.2,1000,34.296,0,1608.145986,522.548,520.095,0,361.315,0,3046.399986,13.39,10012.98999,30.42447851
03-23,충북,0,0,0,58.3,0,0,39.6,0,1188.855819,0,507.004,0,2.66,0,1738.119819,52.807,1861.226819,93.38570674
03-23,충남,0,18246.058,0,469.61,3713.45,0,63.92,346.33,2682.138386,2,32.297,0,379.2,0,3505.885386,9.39,25944.39339,13.51307519
03-23,전북,0,445.369,0,7.34,718.4,600,21.185,0,4052.227715,79.5,80.037,0,479.703,0,4712.652715,14.695,6498.456715,72.51956767
03-23,전남,5900,981.1,0,22.44,2378.9,0,50.08,0,5066.265665,425.475,37.098,1.08,2.936,0,5582.934665,23.17,14888.67356,37.49786467
03-23,경북,11400,156.1,0,18.5,361.6,1400,3.778,0,3026.338788,467.36,180.855,0,3.5,0,3681.831788,38.935,17056.96679,21.5855013
03-23,경남,0,8200,0,27.19,0,1300,4.515,0,1495.25172,86.186,145.469,0,15.355,0,1746.77672,4.283,11278.24972,15.48801244
03-23,제주,0,0,0,193.135,333.734,0,0,0,577.604955,291.7894,1.2164,0.5,396.949,0,1268.059755,19.2,1814.628555,69.87985235
03-23,세종,0,0,0,0,530.441,0,5.28,0,66.893685,0,2.31,0,5,0,79.483685,3.25,613.174685,12.96264946
03-23,소계,24650,37727.882,400,915.595,41201.457,4700,882.074,346.33,21962.84811,1931.5964,1801.1154,255.58,1805.095,0,28984.63891,456.565,139048.7666,20.84494499
02-23,서울,0,0,0,0,802.346,0,68.4,0,46.838085,0,0.316,0,6.865,0,122.419085,27.95,952.715085,12.84949582
02-23,부산,4550,19,0,0,1845.836,0,41.68,0,175.387735,0.762,0.02,0,6.69,0,224.539735,33.9,6673.275735,3.364760335
02-23,대구,0,72.9,0,43.5,370.7,0,1.407,0,138.58805,0,3.56,0,4.5,0,148.05505,9.9,645.05505,22.95231236
02-23,인천,0,5080,0,36.23,8576.747,0,227.265,0,105.726335,49,12.599,0,78.23,0,472.820335,33.28,14199.07734,3.329937036
02-23,광주,0,0,0,0,115.246,0,21.035,0,246.834756,0,1.83,0,2.14,0,271.839756,4.36,391.445756,69.44506406
02-23,대전,0,0,0,0,48.3,0,7.165,0,46.226535,0,0,0,0.099,0,53.490535,88,189.790535,28.18398452
02-23,울산,2800,0,0,0,2514.7,0,27.878,0,80.32527,1.65,0.3,0,0,0,110.15327,21.9,5446.75327,2.022365702
02-23,경기,0,253.355,0,39.35,17611.857,400,256.49,0,1329.782655,5.326,276.109,254,59.953,0,2181.660655,58.155,20544.37766,10.61925891
02-23,강원,0,4274,400,0,1279.2,1000,34.296,0,1598.892621,522.548,520.095,0,361.315,0,3037.146621,13.39,10003.73662,30.36012178
02-23,충북,0,0,0,58.3,0,0,39.6,0,1168.257884,0,507.004,0,2.66,0,1717.521884,52.807,1840.628884,93.31168814
02-23,충남,0,18246.058,0,469.61,3713.45,0,63.92,346.33,2652.605401,2,32.297,0,379.2,0,3476.352401,9.39,25914.8604,13.41451332
02-23,전북,0,445.369,0,7.34,718.4,600,21.185,0,4034.708695,79.5,80.037,0,479.703,0,4695.133695,14.695,6480.937695,72.44528363
02-23,전남,5900,981.1,0,22.44,2378.9,0,50.08,0,5032.11284,425.475,37.098,1.08,2.936,0,5548.78184,23.17,14854.39184,37.35448681
02-23,경북,11400,156.1,0,18.5,361.6,1400,3.778,0,2994.097818,467.36,180.855,0,3.5,0,3649.590818,38.935,17024.72582,21.43700202
02-23,경남,0,8200,0,27.19,0,1300,4.515,0,1481.95014,86.186,145.469,0,15.355,0,1733.47514,4.583,11265.24814,15.38781142
02-23,제주,0,0,0,193.135,333.734,0,0,0,569.373245,294.6994,1.2164,0.5,396.949,0,1262.738045,19.2,1808.807045,69.81054439
02-23,세종,0,0,0,0,530.441,0,5.28,0,64.197415,0,2.31,0,5,0,76.787415,3.25,610.478415,12.57823587
02-23,소계,24650,37727.882,400,915.595,41201.457,4700,873.974,346.33,21765.90548,1934.5064,1801.1154,255.58,1805.095,0,28782.50628,456.865,138846.3053,20.72976031
01-23,서울,0,0,0,0,802.346,0,68.4,0,46.831825,0,0.316,0,6.865,0,122.412825,27.95,952.708825,12.84892317
01-23,부산,4550,19,0,0,1845.836,0,41.68,0,171.85947,0.758,0.01,0,6.69,0,220.99747,33.9,6669.73347,3.313437801
01-23,대구,0,72.9,0,43.5,370.7,0,1.407,0,136.39718,0,3.56,0,4.5,0,145.86418,9.9,642.86418,22.68973518
01-23,인천,0,5080,0,36.23,8576.747,0,227.265,0,105.543675,49,12.599,0,78.23,0,472.637675,33.28,14198.89468,3.328693436
01-23,광주,0,0,0,0,115.246,0,21.035,0,244.437716,0,1.83,0,2.14,0,269.442716,4.36,389.048716,69.25680639
01-23,대전,0,0,0,0,48.3,0,7.165,0,45.321895,0,0,0,0.099,0,52.585895,88,188.885895,27.84003274
01-23,울산,2800,0,0,0,2514.7,0,27.878,0,82.037205,1.65,0.3,0,0,0,111.865205,21.9,5448.465205,2.053150764
01-23,경기,0,253.355,0,43.65,17611.857,400,261.49,0,1308.62329,5.326,276.118,254,59.953,0,2165.51029,58.155,20532.52729,10.54673036
01-23,강원,0,4274,400,0,1279.2,1000,34.296,0,1583.649801,522.548,520.095,0,361.315,0,3021.903801,13.39,9988.493801,30.25384869
01-23,충북,0,0,0,58.3,0,0,39.6,0,1155.14243,0,507.004,0,2.66,0,1704.40643,52.807,1815.51343,93.8801334
01-23,충남,0,18246.058,0,469.87,3713.45,0,63.92,346.33,2625.100995,2,32.297,0,379.22,0,3448.867995,9.28,25887.52599,13.32250906
01-23,전북,0,445.369,0,7.34,718.4,600,21.165,0,3997.474665,79.5,80.037,0,479.703,0,4657.879665,14.695,6443.683665,72.28597658
01-23,전남,5900,981.1,0,22.44,2378.9,0,50.08,0,4993.04905,425.475,37.107,1.08,2.923,0,5509.71405,23.01,14815.16405,37.18969315
01-23,경북,11400,156.1,0,18.5,361.6,1400,3.778,0,2954.929904,467.36,180.155,0,3.5,0,3609.722904,38.935,16984.8579,21.25259407
01-23,경남,0,8200,0,27.19,0,1300,4.515,0,1467.819694,86.186,145.469,0,15.355,0,1719.344694,4.583,11251.11769,15.28154572
01-23,제주,0,0,0,193.135,333.734,0,0,0,573.48429,294.6994,1.2164,0.5,396.949,0,1266.84909,19.2,1812.91809,69.87900319
01-23,세종,0,0,0,0,530.441,0,5.28,0,62.652485,0,2.31,0,5,0,75.242485,3.25,608.933485,12.35643742
01-23,소계,24650,37727.882,400,920.155,41201.457,4700,878.954,346.33,21554.35557,1934.5024,1800.4234,255.58,1805.102,0,28575.24737,456.595,138631.3364,20.61240129
12-22,서울,0,0,0,0,802.346,0,68.4,0,46.6198,0,0.316,0,6.865,0,122.2008,27.95,952.4968,12.82952342
12-22,부산,4550,19,0,0,1845.836,0,41.68,0,167.052675,0.758,0.01,0,6.69,0,216.190675,33.9,6664.926675,3.243706728
12-22,대구,0,72.9,0,43.5,370.7,0,1.407,0,132.38996,0,3.56,0,4.5,0,141.85696,9.9,638.85696,22.20480779
12-22,인천,0,5080,0,36.23,8576.747,0,227.265,0,104.350055,49,12.599,0,78.23,0,471.444055,33.28,14197.70106,3.320566148
12-22,광주,0,0,0,0,115.246,0,21.035,0,240.978071,0,1.83,0,2.14,0,265.983071,4.36,385.589071,68.98096731
12-22,대전,0,0,0,0,48.3,0,7.165,0,44.83494,0,0,0,0.099,0,52.09894,88,188.39894,27.65352077
12-22,울산,2800,0,0,0,2514.7,0,27.878,0,84.142975,1.65,0.3,0,0,0,113.970975,21.9,5450.570975,2.090991486
12-22,경기,0,253.355,0,43.65,17611.857,400,261.49,0,1277.785695,5.326,276.118,254,59.953,0,2134.672695,58.155,20501.6897,10.41217932
12-22,강원,0,4274,400,0,1279.2,1000,34.296,0,1567.163191,480.548,520.095,0,361.315,0,2963.417191,13.39,9930.007191,29.84305181
12-22,충북,0,0,0,58.3,0,0,39.6,0,1139.52565,0,519.004,0,2.66,0,1700.78965,52.807,1811.89665,93.86791736
12-22,충남,0,18246.058,0,469.87,3713.45,0,63.92,346.33,2570.619355,2,32.297,0,375.12,0,3390.286355,9.28,25828.94435,13.12591916
12-22,전북,0,445.369,0,7.34,718.4,600,21.165,0,3957.407895,79.5,80.037,0,479.703,0,4617.812895,14.695,6403.616895,72.1125728
12-22,전남,5900,981.1,0,22.44,2378.9,0,50.08,0,4643.891395,425.475,37.107,1.08,2.923,0,5160.556395,23.01,14466.00639,35.67367699
12-22,경북,11400,156.1,0,18.5,361.6,1400,3.778,0,2909.615999,467.36,180.155,0,3.5,0,3564.408999,38.935,16939.544,21.04194186
12-22,경남,0,8200,0,27.19,0,1300,4.515,0,1445.550644,86.186,145.469,0,15.355,0,1697.075644,4.583,11228.84864,15.1135321
12-22,제주,0,0,0,193.135,333.734,0,0,0,580.34976,294.6994,1.2164,0.5,396.949,0,1273.71456,19.2,1819.78356,69.99264022
12-22,세종,0,0,0,0,530.441,0,5.28,0,62.44285,0,2.31,0,5,0,75.03285,3.25,608.72385,12.32625434
12-22,소계,24650,37727.882,400,920.155,41201.457,4700,878.954,346.33,20974.72091,1892.5024,1812.4234,255.58,1801.002,0,27961.51271,456.595,138017.6017,20.25938168
11-22,서울,0,0,0,0,802.346,0,68.4,0,45.987865,0,0.316,0,6.865,0,121.568865,27.95,951.864865,12.77165168
11-22,부산,4550,19,0,0,1845.836,0,47.28,0,162.485215,0.758,0.01,0,6.69,0,217.223215,33.9,6665.959215,3.25869403
11-22,대구,0,72.9,0,43.5,370.7,0,1.407,0,129.35832,0,3.56,0,4.5,0,138.82532,9.9,635.82532,21.83387727
11-22,인천,0,5080,0,36.23,8576.747,0,229.665,0,103.76337,49,12.599,0,78.23,0,473.25737,33.28,14199.51437,3.332912364
11-22,광주,0,0,0,0,115.246,0,21.035,0,239.634181,0,1.83,0,2.14,0,264.639181,4.36,384.245181,68.87247885
11-22,대전,0,0,0,0,48.3,0,7.165,0,43.232085,0,0,0,0.099,0,50.496085,88,186.796085,27.03273198
11-22,울산,2800,0,0,0,2514.7,0,27.878,0,83.493685,1.65,0.3,0,0,0,113.321685,21.9,5449.921685,2.079326852
11-22,경기,0,253.355,0,43.65,17611.857,400,260.61,0,1261.98519,5.326,276.118,254,59.703,0,2117.74219,58.155,20484.75919,10.33813564
11-22,강원,0,4274,400,0,1279.2,1000,34.296,0,1561.876336,480.468,520.095,0,361.315,0,2958.050336,13.39,9924.640336,29.8051137
11-22,충북,0,0,0,58.3,0,0,39.6,0,1136.737685,0,519.004,0,2.66,0,1698.001685,52.807,1809.108685,93.85846738
11-22,충남,0,18246.058,0,469.87,3713.45,0,63.92,346.33,2554.55136,2,32.297,0,374.46,0,3373.55836,9.28,25812.21636,13.0696191
11-22,전북,0,445.369,0,7.34,718.4,600,21.165,0,3920.90479,79.5,80.037,0,479.703,0,4581.30979,14.695,6367.11379,71.95269224
11-22,전남,5900,981.1,0,22.44,2378.9,0,50.08,0,4583.653765,353.975,36.997,1.08,2.923,0,5028.708765,23.01,14334.15876,35.08199433
11-22,경북,10000,156.1,0,18.5,361.6,1400,3.478,0,2855.973674,425.36,180.155,0,3.5,0,3468.466674,38.935,15443.60167,22.45892342
11-22,경남,0,8200,0,27.19,0,1300,4.515,0,1420.249009,86.186,145.469,0,14.535,0,1670.954009,4.583,11202.72701,14.91560053
11-22,제주,0,0,0,193.135,333.734,0,0,0,569.071615,294.6,0.8164,0.5,397.139,0,1262.127015,19.2,1808.196015,69.80034269
11-22,세종,0,0,0,0,530.441,0,5.28,0,61.195275,0,2.31,0,5,0,73.785275,3.25,607.476275,12.14619863
11-22,소계,23250,37727.882,400,920.155,41201.457,4700,885.774,346.33,20734.15342,1778.823,1811.9134,255.58,1799.462,0,27612.03582,456.595,136268.1248,20.26301885
10-22,서울,0,0,0,0,802.346,0,68.4,0,45.570695,0,0.316,0,6.865,0,121.151695,27.95,951.447695,12.7334057
10-22,부산,4550,19,0,0,1845.836,0,47.28,0,164.048565,0.758,0.01,0,6.69,0,218.786565,33.9,6667.522565,3.281377196
10-22,대구,0,72.9,0,43.5,370.7,0,1.407,0,125.73511,0,3.56,0,4.5,0,135.20211,9.9,632.20211,21.38589984
10-22,인천,0,5080,0,36.23,8576.747,0,229.665,0,102.13842,49,12.599,0,78.23,0,471.63242,33.28,14197.88942,3.321848805
10-22,광주,0,0,0,0,115.246,0,12.635,0,239.339526,0,1.83,0,2.14,0,255.944526,4.36,375.550526,68.151822
10-22,대전,0,0,0,0,48.3,0,7.165,0,42.95812,0,0,0,0.099,0,50.22212,88,186.52212,26.92555714
10-22,울산,2800,0,0,0,2514.7,0,27.878,0,81.739575,1.65,0.3,0,0,0,111.567575,21.9,5448.167575,2.047799989
10-22,경기,0,253.355,0,43.65,17611.857,400,240.81,0,1239.521525,5.326,276.118,254,59.703,0,2075.478525,58.155,20442.49552,10.15276497
10-22,강원,0,3234,400,0,1279.2,1000,34.296,0,1554.600983,480.468,518.795,0,361.515,0,2949.674983,13.39,8876.264983,33.23103793
10-22,충북,0,0,0,58.3,0,0,39.6,0,1124.521196,0,519.004,0,2.54,0,1685.665196,52.047,1796.012196,93.85599941
10-22,충남,0,18246.058,0,469.87,3713.45,0,63.92,346.33,2540.00011,2,32.297,0,374.46,0,3359.00711,9.28,25797.66511,13.02058576
10-22,전북,0,445.369,0,7.34,718.4,600,21.165,0,3891.7433,79.5,80.037,0,479.703,0,4552.1483,14.695,6337.9523,71.82364405
10-22,전남,5900,981.1,0,22.44,2378.9,0,50.08,0,4521.634635,353.975,36.997,1.08,2.923,0,4966.689635,23.01,14272.13963,34.79989519
10-22,경북,10000,156.1,0,18.5,361.6,1400,3.478,0,2844.836864,421.16,180.155,0,3.5,0,3453.129864,38.935,15428.26486,22.38184199
10-22,경남,0,8200,0,27.19,0,1300,4.515,0,1382.431869,86.186,145.469,0,14.535,0,1633.136869,4.583,11164.90987,14.62740755
10-22,제주,0,0,0,193.135,333.734,0,0,0,570.693525,294.6,0.8164,0.5,397.139,0,1263.748925,19.2,1809.817925,69.82740681
10-22,세종,0,0,0,0,530.441,0,5.28,0,59.74769,0,2.31,0,5,0,72.33769,3.25,606.02869,11.93634744
10-22,소계,23250,36687.882,400,920.155,41201.457,4700,857.574,346.33,20531.26171,1774.623,1810.6134,255.58,1799.542,0,27375.52411,455.835,134990.8531,20.27954004
09-22,서울,0,0,0,0,802.346,0,68.4,0,45.570695,0,0.316,0,6.865,0,121.151695,27.95,951.447695,12.7334057
09-22,부산,4550,19,0,0,1845.836,0,47.28,0,158.780055,0.758,0.01,0,6.69,0,213.518055,33.9,6662.254055,3.204892117
09-22,대구,0,72.9,0,43.5,370.7,0,1.407,0,124.44349,0,3.56,0,4.5,0,133.91049,9.9,630.91049,21.22495855
09-22,인천,0,5080,0,36.23,8576.747,0,229.665,0,102.13842,49,12.599,0,78.23,0,471.63242,33.28,14197.88942,3.321848805
09-22,광주,0,0,0,0,115.246,0,12.635,0,238.967046,0,1.83,0,2.14,0,255.572046,4.36,375.178046,68.12020285
09-22,대전,0,0,0,0,48.3,0,7.165,0,42.95812,0,0,0,0.099,0,50.22212,88,186.52212,26.92555714
09-22,울산,2800,0,0,0,2514.7,0,30.678,0,81.242935,1.65,0.3,0,0,0,113.870935,21.9,5450.470935,2.089194427
09-22,경기,0,253.355,0,43.65,17611.857,400,231.21,0,1237.203615,5.326,276.118,254,59.703,0,2063.560615,58.155,20430.57761,10.10035376
09-22,강원,0,3234,400,0,1279.2,1000,34.296,0,1548.943263,459.468,518.795,0,361.515,0,2923.017263,13.39,8849.607263,33.02990942
09-22,충북,0,0,0,58.3,0,0,19.8,0,1122.734546,0,519.004,0,2.54,0,1664.078546,52.047,1774.425546,93.781255
09-22,충남,0,18246.058,0,469.87,3713.45,0,63.92,346.33,2538.397985,2,32.297,0,374.46,0,3357.404985,9.28,25796.06298,13.0151837
09-22,전북,0,445.369,0,7.34,718.4,600,21.165,0,3886.02234,79.5,80.037,0,479.703,0,4546.42734,14.695,6332.23134,71.79818765
09-22,전남,5900,981.1,0,22.44,2378.9,0,50.08,0,4406.61206,353.975,36.997,1.08,2.923,0,4851.66706,23.01,14157.11706,34.27016277
09-22,경북,10000,156.1,0,18.5,361.6,1400,5.878,0,2831.420294,421.16,180.155,0,3.5,0,3442.113294,38.935,15417.24829,22.32637906
09-22,경남,0,8200,0,27.19,0,1300,2.715,0,1374.560399,86.186,145.469,0,14.535,0,1623.465399,4.583,11155.2384,14.55339044
09-22,제주,0,0,0,193.135,333.734,0,0,0,557.73696,294.6,0.8164,0.5,397.139,0,1250.79236,19.2,1796.86136,69.60984235
09-22,세종,0,0,0,0,530.441,0,5.28,0,57.7942,0,2.31,0,5,0,70.3842,3.25,604.0752,11.65156259
09-22,소계,23250,36687.882,400,920.155,41201.457,4700,831.574,346.33,20355.52642,1753.623,1810.6134,255.58,1799.542,0,27152.78882,455.835,134768.1178,20.14778366
08-22,서울,0,0,0,0,802.346,0,68.4,0,45.614375,0,0.316,0,6.865,0,121.195375,27.95,951.491375,12.73741183
08-22,부산,4550,19,0,0,1845.836,0,47.28,0,156.55816,0.758,0.01,0,6.69,0,211.29616,33.9,6660.03216,3.172599695
08-22,대구,0,72.9,0,43.5,370.7,0,1.407,0,119.54522,0,3.56,0,4.5,0,129.01222,9.9,626.01222,20.60857854
08-22,인천,0,5080,0,36.23,8576.747,0,229.56,0,101.31097,49,12.599,0,78.23,0,470.69997,33.28,14196.95697,3.315499026
08-22,광주,0,0,0,0,115.246,0,12.635,0,237.813656,0,1.83,0,2.14,0,254.418656,4.36,374.024656,68.02189426
08-22,대전,0,0,0,0,48.3,0,7.165,0,41.902195,0,0,0,0.099,0,49.166195,88,185.466195,26.50951835
08-22,울산,2800,0,0,0,2514.7,0,30.678,0,80.985565,1.65,0.3,0,0,0,113.613565,21.9,5450.213565,2.084570882
08-22,경기,0,253.355,0,43.65,17611.857,400,231.21,0,1232.32139,5.326,276.118,254,59.703,0,2058.67839,58.155,20425.69539,10.07886562
08-22,강원,0,3234,400,0,1279.2,1000,34.296,0,1554.561193,459.468,520.095,0,361.515,0,2929.935193,13.39,8856.525193,33.0822205
08-22,충북,0,0,0,58.3,0,0,19.8,0,1121.753651,0,519.004,0,2.54,0,1663.097651,52.807,1774.204651,93.73764464
08-22,충남,0,18246.058,0,469.87,3713.45,0,63.92,346.33,2514.44434,2,32.297,0,374.46,0,3333.45134,9.28,25772.10934,12.93433648
08-22,전북,0,445.369,0,7.34,718.4,600,21.165,0,3865.656245,79.5,80.037,0,479.703,0,4526.061245,14.695,6311.865245,71.70719065
08-22,전남,5900,981.1,0,22.44,2378.9,0,50.08,0,4397.45606,353.975,36.997,1.08,2.923,0,4842.51106,23.01,14147.96106,34.22762502
08-22,경북,10000,156.1,0,18.5,361.6,1400,5.878,0,2798.869279,421.16,180.155,0,3.5,0,3409.562279,38.935,15384.69728,22.16203684
08-22,경남,0,8200,0,27.19,0,1300,2.715,0,1394.284824,86.186,145.469,0,14.535,0,1643.189824,4.583,11174.96282,14.70420842
08-22,제주,0,0,0,193.135,333.734,0,0,0,559.20379,294.6,0.8164,0.5,397.139,0,1252.25919,19.2,1798.32819,69.63463048
08-22,세종,0,0,0,0,530.441,0,5.28,0,57.7742,0,2.31,0,5,0,70.3642,3.25,604.0552,11.64863741
08-22,소계,23250,36687.882,400,920.155,41201.457,4700,831.469,346.33,20280.05511,1753.623,1811.9134,255.58,1799.542,0,27078.51251,456.595,134694.6015,20.10363608
07-22,서울,0,0,0,0,802.346,0,68.1,0,45.603455,0,0.316,0,6.865,0,120.884455,27.95,951.180455,12.70888761
07-22,부산,4550,19,0,0,1845.836,0,47.28,0,150.019565,0.758,0.01,0,6.69,0,204.757565,33.9,6653.493565,3.077444398
07-22,대구,0,72.9,0,43.5,370.7,0,1.407,0,115.94522,0,3.56,0,4.5,0,125.41222,9.9,622.41222,20.14938267
07-22,인천,0,5080,0,36.23,8576.747,0,213.72,0,100.94561,49,12.599,0,78.23,0,454.49461,33.28,14180.75161,3.205010725
07-22,광주,0,0,0,0,115.246,0,12.635,0,234.949256,0,1.83,0,2.14,0,251.554256,4.36,371.160256,67.77510575
07-22,대전,0,0,0,0,48.3,0,7.165,0,41.49052,0,0,0,0.099,0,48.75452,88,185.05452,26.34603035
07-22,울산,2800,0,0,0,2514.7,0,30.678,0,78.76887,1.65,0.3,0,0,0,111.39687,21.9,5447.99687,2.0447308
07-22,경기,0,253.355,0,43.65,17611.857,400,221.61,0,1202.72103,5.326,276.118,254,59.703,0,2019.47803,58.155,20386.49503,9.905959936
07-22,강원,0,3234,400,0,1279.2,1000,34.296,0,1512.892198,459.468,520.095,0,358.515,0,2885.266198,13.39,8811.856198,32.7430014
07-22,충북,0,0,0,58.3,0,0,19.8,0,1092.244761,0,519.004,0,2.54,0,1633.588761,52.807,1744.695761,93.63172637
07-22,충남,0,18246.058,0,469.87,3713.45,0,63.92,346.33,2478.981805,2.02,32.297,0,374.46,0,3298.008805,9.28,25736.6668,12.81443642
